age,job,marital,education,balance,housing,loan,month,campaign,previous
26.0,admin.,married,secondary,1595.0,no,no,mar,1.0,0.0
32.0,technician,single,tertiary,723.0,no,no,aug,10.674652974835883,0.0
36.0,services,married,secondary,297.0,yes,yes,jul,5.0,0.0
56.0,management,divorced,tertiary,310.0,no,no,jun,4.0,0.0
30.0,blue-collar,single,secondary,1012.0,yes,no,apr,3.0,1.0
39.0,self-employed,divorced,secondary,-103.0,no,yes,jun,3.0,0.0
33.0,management,married,tertiary,621.0,no,no,aug,5.0,0.0
43.0,blue-collar,single,primary,548.0,yes,no,may,1.0,0.0
32.0,services,single,secondary,182.0,yes,no,may,1.0,0.0
27.0,blue-collar,single,secondary,484.0,yes,no,apr,2.0,0.0
46.0,admin.,divorced,secondary,1342.0,yes,no,feb,1.0,0.0
42.0,technician,single,secondary,0.0,yes,no,may,1.0,0.0
43.0,self-employed,married,primary,66.0,yes,no,may,5.0,0.0
59.0,retired,divorced,secondary,21.0,yes,no,nov,2.0,0.0
44.0,services,divorced,secondary,608.0,yes,yes,jun,10.674652974835883,0.0
31.0,blue-collar,married,secondary,5345.0,yes,no,nov,1.0,0.0
26.0,unemployed,single,secondary,461.0,no,no,jan,1.0,0.0
51.0,services,married,unknown,5801.0,yes,no,may,2.0,0.0
24.0,admin.,married,secondary,0.0,yes,no,apr,1.0,0.0
26.0,blue-collar,single,secondary,78.0,no,no,jan,1.0,0.0
54.0,management,married,tertiary,-1415.0,yes,yes,nov,1.0,0.0
31.0,blue-collar,married,secondary,30.0,yes,no,jun,10.674652974835883,0.0
33.0,services,single,secondary,100.0,yes,no,may,8.0,7.0
42.0,housemaid,married,primary,1371.0,no,no,jun,8.0,0.0
33.0,management,married,tertiary,62.0,yes,no,feb,1.0,1.0
40.0,admin.,single,tertiary,1005.0,yes,no,jul,1.0,0.0
46.0,admin.,married,secondary,517.0,yes,no,may,3.0,0.0
33.0,management,married,tertiary,0.0,no,no,aug,2.0,0.0
56.0,management,divorced,tertiary,382.0,no,no,nov,2.0,0.0
38.0,blue-collar,married,secondary,468.0,yes,no,may,2.0,0.0
35.0,management,married,tertiary,178.0,no,no,aug,2.0,0.0
32.0,technician,divorced,secondary,211.0,yes,yes,may,4.0,0.0
51.0,management,married,primary,57.0,yes,yes,may,1.0,0.0
33.0,entrepreneur,married,tertiary,114.0,no,yes,jul,3.0,0.0
31.0,technician,single,secondary,1222.0,yes,no,apr,3.0,0.0
31.0,blue-collar,married,secondary,1660.0,yes,no,apr,1.0,0.0
49.0,blue-collar,divorced,primary,-9.0,yes,yes,may,1.0,0.0
43.0,technician,divorced,secondary,0.0,yes,no,may,2.0,2.0
40.0,management,married,tertiary,30.0,yes,no,jul,6.0,0.0
27.0,blue-collar,married,secondary,0.0,yes,no,jul,6.0,0.0
33.0,management,single,tertiary,369.0,no,no,aug,10.0,0.0
47.0,technician,married,secondary,1571.0,yes,no,may,1.0,2.0
59.0,housemaid,married,primary,-187.0,yes,no,jul,7.0,0.0
52.0,technician,married,secondary,0.0,yes,no,jun,1.0,1.0
35.0,admin.,married,secondary,-257.0,no,no,jan,3.0,0.0
32.0,services,single,secondary,2459.0,yes,yes,may,1.0,0.0
49.0,blue-collar,married,secondary,1219.0,yes,no,aug,5.0,0.0
54.0,entrepreneur,divorced,tertiary,5784.0,no,no,nov,5.0,0.0
30.0,management,single,tertiary,162.0,yes,no,may,4.0,0.0
33.0,management,single,tertiary,1909.0,no,no,aug,2.0,0.0
50.0,admin.,married,secondary,-195.0,no,no,aug,4.0,0.0
40.0,services,divorced,primary,4.0,yes,no,may,2.0,0.0
38.0,entrepreneur,married,primary,350.0,yes,no,may,1.0,0.0
34.0,housemaid,married,primary,87.0,yes,no,may,2.0,0.0
33.0,blue-collar,single,primary,777.0,no,no,jul,1.0,0.0
41.0,blue-collar,married,primary,3140.0,yes,no,may,9.0,0.0
30.0,services,single,secondary,1510.0,yes,no,nov,1.0,0.0
45.0,blue-collar,divorced,secondary,756.0,yes,no,may,2.0,0.0
28.0,management,single,tertiary,1086.0,yes,no,may,2.0,0.0
35.0,management,married,secondary,339.0,yes,no,may,1.0,0.0
31.0,services,single,secondary,205.0,yes,no,apr,1.0,0.0
41.0,blue-collar,married,secondary,2717.0,yes,yes,jul,2.0,0.0
32.0,blue-collar,single,secondary,138.0,yes,no,may,2.0,0.0
34.0,self-employed,single,tertiary,1943.0,yes,no,apr,2.0,0.0
26.0,technician,married,secondary,744.0,no,no,apr,1.0,0.0
29.0,blue-collar,married,primary,79.0,yes,no,may,2.0,0.0
49.0,technician,married,secondary,2400.0,no,no,oct,3.0,0.0
30.0,admin.,divorced,secondary,419.0,no,no,sep,2.0,0.0
44.0,self-employed,married,primary,414.0,yes,no,feb,1.0,2.0
42.0,technician,married,secondary,27.0,no,no,aug,4.0,0.0
35.0,technician,divorced,secondary,2823.0,yes,no,feb,1.0,0.0
39.0,management,divorced,tertiary,4692.0,yes,no,nov,2.0,2.0
34.0,self-employed,single,secondary,1261.0,yes,no,apr,2.0,0.0
58.0,technician,married,secondary,0.0,yes,no,jul,1.0,0.0
35.0,admin.,divorced,secondary,0.0,no,no,jul,6.0,0.0
32.0,technician,single,secondary,483.0,yes,yes,may,6.0,0.0
31.0,technician,married,secondary,7369.0,no,no,aug,4.0,0.0
41.0,services,married,secondary,804.0,yes,no,may,8.0,0.0
39.0,management,single,secondary,2644.0,no,no,aug,7.0,0.0
39.0,blue-collar,single,secondary,175.0,no,no,may,1.0,2.0
38.0,blue-collar,married,secondary,0.0,no,no,jun,5.0,0.0
46.0,admin.,single,secondary,272.0,no,no,jul,4.0,0.0
54.0,unemployed,single,tertiary,252.0,yes,no,jul,1.0,0.0
34.0,technician,married,unknown,4053.0,yes,no,may,2.0,0.0
40.0,blue-collar,married,secondary,2158.0,no,no,jul,1.0,0.0
40.0,blue-collar,married,secondary,299.0,yes,no,jul,4.0,0.0
30.0,technician,single,primary,2731.0,yes,no,apr,1.0,0.0
37.0,services,single,secondary,50.0,no,no,nov,1.0,7.7085785454572555
34.0,admin.,married,secondary,36.0,no,no,aug,6.0,0.0
66.0,admin.,divorced,secondary,220.0,no,no,aug,1.0,0.0
30.0,services,single,primary,5746.0,yes,no,nov,2.0,0.0
59.0,housemaid,divorced,tertiary,0.0,no,no,apr,1.0,2.0
56.0,management,married,secondary,238.0,yes,no,nov,1.0,0.0
25.0,blue-collar,single,secondary,76.0,no,yes,jul,4.0,0.0
36.0,blue-collar,married,primary,679.0,yes,yes,may,1.0,0.0
33.0,blue-collar,single,primary,1390.0,yes,no,may,1.0,0.0
30.0,technician,married,secondary,418.0,yes,no,jun,1.0,0.0
29.0,blue-collar,single,secondary,2891.0,yes,no,may,1.0,0.0
52.0,services,married,secondary,497.0,yes,no,jul,5.0,0.0
54.0,blue-collar,married,primary,2933.0,yes,no,may,2.0,0.0
28.0,blue-collar,married,secondary,948.0,yes,no,may,1.0,0.0
58.0,self-employed,married,secondary,0.0,yes,no,may,9.0,0.0
23.0,blue-collar,single,secondary,0.0,yes,no,may,5.0,2.0
49.0,entrepreneur,married,secondary,687.0,no,no,aug,6.0,0.0
47.0,management,single,tertiary,-230.0,no,no,feb,1.0,0.0
73.0,retired,married,tertiary,2575.0,no,no,aug,1.0,0.0
44.0,technician,married,secondary,7649.0,no,no,aug,6.0,0.0
29.0,blue-collar,married,primary,59.0,yes,yes,jul,4.0,0.0
48.0,technician,married,secondary,11204.778501400662,no,no,aug,8.0,0.0
35.0,technician,single,secondary,365.0,yes,no,may,2.0,0.0
41.0,blue-collar,married,secondary,97.0,no,yes,jul,2.0,0.0
40.0,entrepreneur,single,secondary,5.0,no,yes,jul,3.0,0.0
57.0,blue-collar,single,primary,739.0,yes,no,may,2.0,1.0
43.0,housemaid,married,secondary,-177.0,yes,no,may,2.0,0.0
31.0,blue-collar,married,primary,-454.0,yes,yes,may,2.0,0.0
51.0,management,divorced,tertiary,1267.0,yes,no,may,2.0,0.0
52.0,unemployed,married,secondary,1639.0,no,no,aug,1.0,0.0
31.0,services,single,secondary,900.0,yes,no,apr,2.0,6.0
26.0,services,single,secondary,-481.0,yes,yes,may,5.0,0.0
36.0,services,single,secondary,528.0,no,no,feb,2.0,0.0
43.0,technician,single,secondary,34.0,no,no,jul,1.0,0.0
32.0,admin.,single,secondary,223.0,yes,yes,may,4.0,0.0
26.0,technician,single,secondary,218.0,yes,no,may,1.0,0.0
25.0,services,single,tertiary,130.0,yes,no,jul,1.0,0.0
34.0,blue-collar,single,secondary,1156.0,yes,no,may,2.0,0.0
30.0,management,married,tertiary,314.0,no,no,nov,2.0,2.0
35.0,admin.,single,tertiary,1374.0,yes,no,may,1.0,0.0
42.0,admin.,single,unknown,22.0,no,no,jun,3.0,0.0
53.0,entrepreneur,married,tertiary,1129.0,no,yes,jul,8.0,0.0
52.0,services,divorced,primary,130.0,yes,no,may,2.0,0.0
35.0,management,single,secondary,-202.0,yes,no,may,3.0,0.0
29.0,management,single,secondary,293.0,yes,no,may,2.0,0.0
43.0,management,married,unknown,275.0,no,no,apr,2.0,2.0
76.97205525627365,retired,divorced,unknown,9224.0,no,no,nov,2.0,0.0
35.0,technician,divorced,secondary,515.0,yes,yes,aug,3.0,0.0
36.0,services,single,secondary,760.0,no,no,jun,10.674652974835883,0.0
76.0,retired,married,secondary,2302.0,no,no,feb,1.0,2.0
44.0,services,divorced,secondary,-389.0,yes,yes,jun,1.0,0.0
38.0,services,married,secondary,133.0,yes,no,may,1.0,0.0
37.0,technician,married,secondary,1580.0,no,no,aug,10.674652974835883,0.0
41.0,blue-collar,married,secondary,1020.0,yes,no,may,1.0,0.0
49.0,blue-collar,married,secondary,298.0,yes,no,feb,3.0,0.0
53.0,management,married,primary,11204.778501400662,yes,no,nov,1.0,0.0
34.0,technician,married,secondary,563.0,yes,yes,aug,10.674652974835883,0.0
30.0,management,married,tertiary,-27.0,yes,no,may,2.0,0.0
43.0,unknown,married,primary,2113.0,no,no,jul,2.0,0.0
36.0,admin.,single,tertiary,980.0,no,no,jul,3.0,4.0
60.0,housemaid,married,primary,352.0,no,yes,jun,2.0,0.0
45.0,management,married,tertiary,96.0,yes,no,jul,1.0,0.0
49.0,management,married,tertiary,3842.0,no,no,apr,1.0,3.0
39.0,services,married,secondary,3870.0,yes,no,apr,1.0,0.0
57.0,technician,married,secondary,589.0,yes,no,jan,1.0,1.0
49.0,admin.,single,secondary,7426.0,no,no,nov,2.0,0.0
39.0,admin.,divorced,secondary,1.0,no,yes,jul,1.0,0.0
37.0,technician,single,tertiary,6101.0,no,no,may,5.0,1.0
45.0,admin.,married,secondary,231.0,yes,no,jun,3.0,0.0
36.0,management,single,tertiary,876.0,yes,no,may,2.0,0.0
58.0,technician,married,secondary,86.0,no,no,jul,3.0,0.0
48.0,blue-collar,married,primary,363.0,yes,no,jun,6.0,0.0
52.0,entrepreneur,married,primary,8298.0,yes,yes,may,10.674652974835883,0.0
32.0,services,single,secondary,0.0,no,yes,jul,2.0,0.0
51.0,management,divorced,tertiary,93.0,yes,yes,may,1.0,0.0
31.0,management,married,tertiary,596.0,no,no,aug,4.0,0.0
30.0,management,single,tertiary,168.0,no,no,aug,10.674652974835883,0.0
34.0,management,single,tertiary,29.0,yes,no,may,2.0,0.0
53.0,self-employed,married,primary,6.0,yes,no,may,2.0,0.0
32.0,entrepreneur,divorced,secondary,-934.0,yes,no,nov,1.0,0.0
52.0,blue-collar,married,tertiary,297.0,yes,no,may,1.0,0.0
50.0,blue-collar,married,primary,533.0,no,no,aug,4.0,0.0
30.0,technician,single,secondary,175.0,no,no,aug,4.0,0.0
34.0,management,single,tertiary,-292.0,yes,no,aug,6.0,0.0
51.0,technician,married,secondary,2.0,yes,yes,feb,1.0,3.0
34.0,management,married,tertiary,39.0,no,no,aug,1.0,0.0
26.0,blue-collar,single,secondary,396.0,yes,no,may,1.0,0.0
51.0,admin.,divorced,secondary,-338.0,yes,no,jul,2.0,0.0
31.0,services,married,secondary,2050.0,yes,no,nov,5.0,0.0
29.0,technician,single,secondary,510.0,yes,no,jun,10.674652974835883,0.0
29.0,technician,divorced,secondary,477.0,yes,yes,may,1.0,1.0
46.0,technician,married,tertiary,4176.0,yes,no,jun,6.0,0.0
35.0,blue-collar,married,primary,0.0,no,no,jul,4.0,0.0
44.0,management,married,tertiary,0.0,yes,no,jul,5.0,0.0
34.0,management,married,tertiary,297.0,yes,no,aug,4.0,0.0
27.0,services,single,secondary,167.0,no,yes,jul,2.0,0.0
28.0,unemployed,single,secondary,-353.0,yes,no,may,3.0,0.0
59.0,admin.,divorced,secondary,1525.0,no,no,jul,2.0,0.0
38.0,technician,single,secondary,211.0,yes,no,jan,2.0,0.0
34.0,management,single,tertiary,416.0,no,no,aug,4.0,0.0
44.0,services,married,secondary,0.0,yes,yes,may,1.0,0.0
35.0,technician,single,secondary,1001.0,no,yes,jul,2.0,0.0
45.0,self-employed,divorced,tertiary,75.0,yes,yes,feb,1.0,0.0
34.0,self-employed,married,tertiary,7602.0,no,no,nov,1.0,0.0
57.0,retired,married,secondary,0.0,yes,no,may,1.0,4.0
76.0,retired,married,primary,163.0,no,no,oct,1.0,0.0
30.0,blue-collar,married,secondary,673.0,yes,no,may,2.0,0.0
48.0,technician,divorced,secondary,-154.0,no,no,jun,3.0,0.0
43.0,technician,married,secondary,3723.0,yes,no,aug,4.0,0.0
34.0,technician,single,secondary,559.0,no,no,aug,2.0,0.0
30.0,management,single,tertiary,11204.778501400662,no,no,sep,1.0,0.0
33.0,management,married,tertiary,403.0,yes,no,may,2.0,0.0
38.0,technician,married,secondary,1696.0,no,no,nov,2.0,0.0
52.0,admin.,married,secondary,722.0,no,no,oct,2.0,3.0
34.0,admin.,single,secondary,296.0,no,no,nov,1.0,4.0
40.0,management,single,tertiary,257.0,no,no,feb,1.0,1.0
36.0,services,divorced,primary,418.0,yes,no,may,2.0,0.0
56.0,retired,married,secondary,488.0,no,no,feb,4.0,0.0
29.0,admin.,single,secondary,900.0,yes,no,may,1.0,0.0
34.0,entrepreneur,single,tertiary,2945.0,yes,no,apr,1.0,0.0
31.0,services,married,secondary,-327.0,yes,no,may,1.0,0.0
36.0,unemployed,single,secondary,115.0,no,no,feb,2.0,0.0
30.0,management,single,tertiary,218.0,no,no,jun,1.0,0.0
36.0,admin.,married,secondary,286.0,yes,no,jul,9.0,0.0
25.0,student,single,secondary,293.0,yes,no,may,2.0,0.0
32.0,services,married,secondary,201.0,yes,no,jun,2.0,0.0
31.0,management,single,tertiary,4331.0,yes,no,jul,1.0,0.0
49.0,blue-collar,married,secondary,388.0,no,no,jul,2.0,0.0
37.0,services,married,secondary,483.0,yes,no,jan,1.0,0.0
26.0,student,single,secondary,502.0,yes,no,may,1.0,0.0
41.0,blue-collar,married,secondary,306.0,yes,no,may,1.0,2.0
47.0,blue-collar,married,secondary,-337.0,yes,yes,may,1.0,0.0
57.0,technician,married,secondary,950.0,yes,no,jul,1.0,0.0
50.0,entrepreneur,married,tertiary,2410.0,no,no,nov,1.0,0.0
36.0,management,married,tertiary,-633.0,yes,no,jul,1.0,0.0
42.0,admin.,divorced,secondary,0.0,yes,no,may,2.0,0.0
30.0,management,married,tertiary,265.0,yes,no,may,4.0,0.0
43.0,unemployed,single,primary,698.0,yes,no,may,1.0,0.0
49.0,services,single,secondary,459.0,yes,no,may,10.0,0.0
35.0,technician,divorced,tertiary,0.0,yes,no,may,1.0,0.0
32.0,technician,single,secondary,1307.0,yes,no,may,2.0,0.0
36.0,admin.,single,secondary,8785.0,yes,no,nov,2.0,0.0
42.0,housemaid,married,unknown,302.0,yes,no,jul,2.0,0.0
34.0,technician,married,secondary,484.0,no,no,may,4.0,0.0
33.0,services,married,secondary,7.0,yes,no,may,1.0,0.0
55.0,services,single,secondary,1539.0,no,no,jun,2.0,0.0
46.0,admin.,married,secondary,3098.0,yes,no,nov,9.0,0.0
34.0,admin.,single,secondary,745.0,yes,yes,aug,1.0,0.0
50.0,management,married,tertiary,2050.0,no,no,aug,3.0,0.0
30.0,management,single,tertiary,2766.0,yes,yes,nov,1.0,0.0
53.0,blue-collar,married,primary,4641.0,no,no,jun,2.0,0.0
48.0,management,married,tertiary,1167.0,yes,yes,jan,4.0,4.0
55.0,services,divorced,secondary,322.0,yes,no,jan,1.0,0.0
35.0,management,married,tertiary,750.0,yes,no,aug,10.674652974835883,0.0
48.0,self-employed,married,secondary,1559.0,no,no,feb,2.0,0.0
45.0,services,married,secondary,0.0,no,no,jun,6.0,0.0
31.0,blue-collar,married,primary,0.0,yes,yes,may,4.0,0.0
55.0,admin.,married,tertiary,46.0,no,no,aug,4.0,0.0
41.0,technician,married,tertiary,0.0,no,no,jun,1.0,0.0
33.0,self-employed,married,primary,1862.0,yes,no,may,1.0,0.0
40.0,blue-collar,married,primary,7831.0,yes,no,may,1.0,0.0
51.0,blue-collar,married,primary,11204.778501400662,no,no,aug,10.674652974835883,0.0
31.0,blue-collar,single,secondary,2137.0,no,no,may,1.0,0.0
26.0,unknown,single,secondary,3247.0,no,no,feb,3.0,0.0
39.0,admin.,single,secondary,14.0,yes,yes,may,9.0,0.0
30.0,technician,married,secondary,0.0,yes,no,may,3.0,0.0
28.0,management,single,tertiary,637.0,yes,no,feb,1.0,0.0
48.0,technician,married,secondary,10655.0,no,no,jul,3.0,0.0
56.0,management,married,tertiary,94.0,no,no,jul,3.0,0.0
45.0,management,single,tertiary,997.0,no,yes,nov,1.0,0.0
38.0,self-employed,married,tertiary,2084.0,yes,no,apr,2.0,2.0
28.0,entrepreneur,single,secondary,1734.0,yes,no,jun,3.0,0.0
51.0,entrepreneur,married,primary,805.0,yes,no,aug,4.0,0.0
32.0,technician,single,unknown,317.0,yes,no,may,2.0,0.0
31.0,blue-collar,married,secondary,369.0,yes,yes,may,2.0,0.0
34.0,technician,married,tertiary,100.0,no,no,aug,2.0,0.0
46.0,blue-collar,married,primary,-44.0,no,yes,aug,10.674652974835883,0.0
36.0,technician,divorced,secondary,3296.0,yes,no,nov,1.0,0.0
39.0,blue-collar,married,primary,-50.0,yes,no,may,1.0,0.0
42.0,technician,single,tertiary,-411.0,yes,no,jul,3.0,0.0
32.0,student,single,tertiary,922.0,no,no,oct,2.0,0.0
35.0,management,married,unknown,1128.0,yes,no,jun,1.0,0.0
50.0,blue-collar,married,tertiary,5423.0,yes,no,nov,3.0,0.0
55.0,housemaid,married,primary,1537.0,no,no,jun,1.0,0.0
51.0,entrepreneur,married,secondary,0.0,no,no,may,3.0,0.0
43.0,services,married,tertiary,519.0,yes,no,may,6.0,0.0
46.0,admin.,married,secondary,186.0,yes,no,may,2.0,0.0
31.0,management,married,tertiary,83.0,no,no,jan,1.0,0.0
38.0,management,married,primary,1365.0,yes,no,jun,1.0,0.0
40.0,retired,single,secondary,1734.0,yes,no,jun,4.0,0.0
53.0,management,married,secondary,51.0,yes,no,apr,1.0,0.0
41.0,unknown,single,tertiary,1567.0,no,no,jul,2.0,0.0
46.0,blue-collar,single,primary,96.0,yes,no,nov,1.0,0.0
48.0,blue-collar,single,secondary,8982.0,yes,no,may,1.0,0.0
31.0,blue-collar,divorced,secondary,-209.0,yes,no,may,3.0,2.0
29.0,management,married,tertiary,-6.0,yes,no,may,1.0,0.0
37.0,management,married,tertiary,355.0,no,no,aug,1.0,0.0
37.0,self-employed,married,primary,0.0,no,no,may,4.0,0.0
56.0,self-employed,married,unknown,0.0,no,no,aug,1.0,0.0
60.0,blue-collar,divorced,secondary,1310.0,no,no,may,2.0,0.0
46.0,services,married,tertiary,2520.0,yes,no,nov,1.0,0.0
31.0,services,single,secondary,1629.0,yes,no,may,2.0,0.0
51.0,technician,married,unknown,573.0,yes,yes,may,1.0,0.0
38.0,technician,single,secondary,1655.0,no,no,jul,2.0,0.0
39.0,services,single,secondary,26.0,yes,no,may,3.0,0.0
30.0,management,single,secondary,186.0,yes,no,nov,3.0,0.0
35.0,technician,married,secondary,11204.778501400662,yes,no,dec,2.0,0.0
31.0,technician,single,tertiary,23.0,no,no,aug,3.0,0.0
27.0,blue-collar,single,secondary,87.0,no,no,jul,1.0,0.0
42.0,technician,single,secondary,49.0,no,no,feb,10.0,0.0
67.0,retired,married,tertiary,3810.0,no,no,oct,1.0,0.0
32.0,admin.,married,secondary,56.0,yes,no,feb,1.0,1.0
49.0,entrepreneur,married,tertiary,384.0,no,no,jun,1.0,0.0
56.0,blue-collar,divorced,primary,8.0,yes,no,may,2.0,0.0
34.0,technician,single,tertiary,2671.0,no,no,aug,9.0,0.0
50.0,admin.,divorced,secondary,3240.0,no,no,nov,2.0,0.0
27.0,self-employed,single,tertiary,147.0,no,no,jun,5.0,0.0
56.0,retired,married,primary,63.0,no,no,aug,2.0,0.0
44.0,technician,married,secondary,7863.0,no,no,aug,6.0,0.0
45.0,admin.,single,secondary,946.0,yes,no,nov,2.0,4.0
45.0,management,married,secondary,237.0,yes,no,nov,1.0,0.0
37.0,student,divorced,tertiary,0.0,no,no,jul,6.0,0.0
26.0,blue-collar,married,secondary,245.0,yes,no,may,2.0,0.0
32.0,services,married,secondary,315.0,no,no,aug,1.0,0.0
25.0,student,single,secondary,1139.0,yes,no,may,3.0,0.0
48.0,management,married,secondary,0.0,yes,no,jul,2.0,0.0
29.0,services,married,primary,-102.0,no,no,jul,1.0,0.0
46.0,management,married,tertiary,3984.0,no,no,aug,2.0,0.0
34.0,blue-collar,married,secondary,1988.0,yes,no,jan,1.0,2.0
46.0,management,married,tertiary,125.0,yes,no,may,5.0,0.0
31.0,blue-collar,married,secondary,505.0,yes,no,apr,4.0,2.0
39.0,technician,married,secondary,834.0,yes,yes,apr,1.0,0.0
29.0,admin.,married,secondary,494.0,yes,no,may,2.0,0.0
38.0,blue-collar,single,primary,947.0,yes,no,may,2.0,0.0
40.0,unemployed,divorced,secondary,262.0,yes,no,may,5.0,0.0
39.0,management,married,tertiary,141.0,yes,no,may,2.0,6.0
49.0,technician,divorced,secondary,-236.0,yes,no,may,2.0,0.0
34.0,management,single,tertiary,2555.0,yes,no,may,2.0,0.0
30.0,technician,single,secondary,298.0,yes,no,may,2.0,0.0
57.0,entrepreneur,married,secondary,1179.0,no,no,aug,2.0,0.0
34.0,services,married,primary,31.0,no,yes,jul,3.0,0.0
21.0,student,single,secondary,357.0,no,no,sep,3.0,0.0
35.0,self-employed,single,tertiary,1129.0,yes,no,nov,2.0,2.0
39.0,technician,single,tertiary,861.0,no,no,jun,5.0,0.0
42.0,housemaid,married,primary,16.0,no,no,jun,1.0,0.0
25.0,services,single,secondary,895.0,yes,no,jun,1.0,0.0
27.0,services,single,secondary,504.0,yes,no,may,5.0,7.7085785454572555
33.0,management,single,secondary,2955.0,yes,no,may,2.0,0.0
51.0,services,married,secondary,122.0,no,yes,aug,2.0,0.0
32.0,management,married,tertiary,2204.0,no,no,aug,4.0,0.0
53.0,blue-collar,married,unknown,111.0,no,no,jun,3.0,0.0
29.0,management,single,tertiary,1566.0,yes,no,jun,1.0,0.0
33.0,admin.,divorced,secondary,661.0,yes,no,may,4.0,3.0
33.0,management,single,tertiary,2485.0,yes,no,nov,2.0,0.0
32.0,services,married,secondary,3756.0,yes,no,jun,3.0,0.0
31.0,blue-collar,married,secondary,43.0,yes,no,may,3.0,0.0
45.0,management,married,tertiary,1529.0,no,no,jun,1.0,0.0
57.0,services,married,secondary,84.0,yes,no,may,1.0,0.0
47.0,services,married,secondary,311.0,yes,yes,may,1.0,3.0
52.0,blue-collar,married,secondary,408.0,no,no,jan,2.0,0.0
56.0,housemaid,divorced,secondary,1866.0,no,yes,oct,1.0,0.0
51.0,blue-collar,married,primary,42.0,yes,no,may,2.0,3.0
40.0,student,married,secondary,260.0,no,no,nov,1.0,6.0
30.0,management,married,tertiary,2994.0,yes,no,mar,1.0,1.0
39.0,management,married,tertiary,0.0,no,no,may,8.0,0.0
42.0,admin.,married,secondary,1133.0,yes,no,feb,4.0,3.0
25.0,management,single,tertiary,2305.0,no,no,feb,1.0,0.0
60.0,retired,married,secondary,143.0,no,no,jan,1.0,0.0
37.0,management,married,primary,4721.0,no,no,jan,1.0,0.0
48.0,blue-collar,married,primary,5366.0,yes,no,may,3.0,0.0
32.0,management,married,tertiary,71.0,no,no,feb,1.0,0.0
33.0,admin.,single,secondary,1437.0,yes,no,may,1.0,0.0
51.0,housemaid,married,primary,1093.0,no,yes,jun,1.0,0.0
43.0,admin.,married,secondary,817.0,yes,yes,nov,1.0,0.0
31.0,blue-collar,married,primary,196.0,no,no,aug,1.0,0.0
36.0,housemaid,married,secondary,205.0,yes,no,nov,4.0,0.0
58.0,self-employed,married,secondary,0.0,yes,no,feb,3.0,7.7085785454572555
33.0,blue-collar,married,primary,1002.0,yes,no,may,4.0,0.0
31.0,technician,single,secondary,2916.0,no,no,aug,2.0,0.0
28.0,technician,single,tertiary,4513.0,yes,no,may,3.0,0.0
29.0,blue-collar,married,primary,7.0,yes,no,may,3.0,0.0
34.0,technician,married,secondary,0.0,no,no,aug,10.0,0.0
31.0,technician,single,secondary,253.0,no,no,jan,1.0,0.0
31.0,services,married,secondary,28.0,yes,no,may,1.0,0.0
37.0,admin.,divorced,tertiary,-65.0,no,no,jul,1.0,0.0
32.0,services,divorced,tertiary,376.0,yes,no,may,2.0,0.0
42.0,management,married,secondary,1018.0,no,no,jul,2.0,0.0
34.0,technician,married,secondary,260.0,yes,no,apr,2.0,2.0
74.0,retired,married,primary,5539.0,no,no,jul,2.0,3.0
60.0,services,divorced,secondary,758.0,no,no,feb,1.0,0.0
32.0,unemployed,married,secondary,262.0,no,no,jan,1.0,0.0
47.0,technician,divorced,secondary,236.0,no,no,aug,4.0,0.0
45.0,services,divorced,secondary,396.0,yes,yes,apr,4.0,4.0
50.0,entrepreneur,married,secondary,1857.0,no,yes,jun,2.0,0.0
39.0,self-employed,married,secondary,4722.0,yes,no,jun,1.0,0.0
60.0,retired,divorced,secondary,935.0,no,no,jul,10.674652974835883,0.0
47.0,management,married,unknown,4567.0,no,no,jul,4.0,0.0
40.0,admin.,divorced,secondary,220.0,yes,no,may,2.0,0.0
26.0,blue-collar,single,secondary,8.0,yes,no,may,1.0,0.0
43.0,management,single,secondary,109.0,yes,no,may,3.0,0.0
30.0,unemployed,single,secondary,0.0,yes,no,apr,1.0,0.0
34.0,entrepreneur,married,secondary,456.0,yes,yes,aug,8.0,0.0
35.0,technician,married,secondary,5553.0,yes,no,apr,3.0,7.0
21.0,student,single,unknown,137.0,yes,no,may,3.0,0.0
52.0,admin.,married,secondary,299.0,no,no,nov,4.0,0.0
31.0,admin.,single,secondary,162.0,yes,no,may,1.0,0.0
42.0,technician,divorced,secondary,1533.0,no,yes,aug,1.0,0.0
31.0,entrepreneur,single,unknown,301.0,yes,no,feb,1.0,0.0
58.0,management,married,tertiary,1697.0,no,no,jun,2.0,0.0
51.0,management,married,secondary,441.0,yes,no,may,2.0,2.0
38.0,entrepreneur,married,tertiary,898.0,yes,no,may,2.0,0.0
32.0,technician,single,secondary,945.0,no,no,may,3.0,0.0
31.0,entrepreneur,divorced,tertiary,0.0,yes,no,nov,1.0,0.0
36.0,blue-collar,single,tertiary,1830.0,no,no,oct,1.0,7.7085785454572555
33.0,blue-collar,married,tertiary,6138.0,yes,no,may,1.0,0.0
47.0,technician,divorced,unknown,442.0,yes,no,may,1.0,0.0
52.0,management,married,tertiary,0.0,no,no,aug,2.0,0.0
42.0,blue-collar,married,primary,1556.0,no,yes,jul,1.0,0.0
39.0,admin.,divorced,secondary,83.0,yes,no,jul,6.0,0.0
31.0,admin.,single,secondary,430.0,yes,no,apr,2.0,0.0
52.0,services,married,secondary,-336.0,no,yes,jun,8.0,0.0
40.0,blue-collar,divorced,unknown,528.0,yes,no,may,2.0,5.0
